[AVG.LOG.SM] ALL 2020-08-13 18:11:32,290 DESKTOP-RLVRLAB PID:10412 THID:10572 ID:AVG.LOG.SM:0.0.0.0 MSG:c00000140718782329488bAJRuW1LODNZ2Dq+4X8Q2ErhCbysilT0+E7HE7I2NLtnP7o5adtue7IWrBYlECWtgpPrTlpWaLVCy2MHoi6ForLPSjkxUsitwH5qA8h6x09BeSk5bjsFA99VUTsrzY/R+w9ftNfLrYZIYySGO8WuBUcXmGiwNazeIK3105x10OhcbkPzAIYKg+eZm/I4Es/74OtMpAL6Z1KAn7FXtS8FoLKzux49+MjDOn7ftzEX/42sF/fj8bmGrRCEVXFe7OLEqgqgBL2wZvcklcw6Wd8Tpx4G2VHVY0Pnpx7ERu10ChfzP2xoEYLGLktAOgVIH+K7ZB/cbgQcROK7sL03tZpqtchw=
[FMW.LIGHT] ERROR 2020-08-20 16:35:30,551 DESKTOP-RLVRLAB PID:9664 THID:16824 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aAQ5rkEN9ANEGjCQdUdf9zVAdP9mmvl4L07dM3z1a4KXfArQVtoifyV0olnDkugJWQ5YSZN4GjyvezPU9ALZwpeMJKqYnHwvUBeRCSA==
[FMW.LIGHT] ERROR 2020-08-20 16:35:30,551 DESKTOP-RLVRLAB PID:9664 THID:16824 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aAuF9z8MV6ZEiq8oszNv+guUxUTs8vm5byPZjPA==
[FMW.LIGHT] ERROR 2020-08-20 16:36:09,378 DESKTOP-RLVRLAB PID:9664 THID:13936 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBtfKZVsoBgOHDwaOEdGmLGLazQXrOAvPxpEFy3q8fyQIG8RL4bjHKz56USheCxsmWm+gKP434Y9LEhKPV4Chw9LQi1M/Sg0GhGdg2w==
[FMW.LIGHT] ERROR 2020-08-20 16:36:09,378 DESKTOP-RLVRLAB PID:9664 THID:13936 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aAuF9z8MV6ZEiq8oszNv+guUxUTs8vm5byPZjPA==
[FMW.LIGHT] ERROR 2020-08-20 17:26:27,695 DESKTOP-RLVRLAB PID:9664 THID:6720 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aA8raG73tndvnNg6MuGK1P5z8XoeXxbJLHtqzYY1DZWVaG6IP0HqBCwDM9XP3wCzqZE4baWp6vQeFagHnFZCrjlPNmy3Zj5be5F5o2Q==
[FMW.LIGHT] ERROR 2020-08-20 17:26:27,696 DESKTOP-RLVRLAB PID:9664 THID:6720 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBtfKf0EuClSHYy6aGNCyK2mc7Qm3bUn1vvN0sA==
[AVG.LOG.SM] ALL 2020-08-20 21:32:27,019 DESKTOP-RLVRLAB PID:15592 THID:14576 ID:AVG.LOG.SM:0.0.0.0 MSG:c00000140713403986576bAAPZkfaxL3ZzSa0DZ//+qtve4Dcb/miEippwy71hbi10EGmEWpr+PFfO+nQLLsf6Bp5X9K/rH37pUlQtUHhHT4XgOkNMChkhNdJ4ipINIirHwen5vU6H/Qzd9lcSRlJxlNJ9ss1jWIv1c7dnoc94Icjx4FG71WzZ9QzODrCIetd5hgf5eFYHBNIhixCcitaq6G+JopxTKF+bo2rBI3dwDFhHcyfqwuw//CWp/YNDYP2mck5/JtzIDTl+EIRsSpRNZXxRv/HlsGk+VdOfFSEwZJOGBApmmoY+K7kYMh8+XLl08POUcKug+GeWIhm12Tev5ige3yghcZbv4y5mCUlMS3o=
[FMW.LIGHT] ERROR 2020-08-20 21:32:27,178 DESKTOP-RLVRLAB PID:15592 THID:14576 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aA8raG73tndvnNg6MuGK1P5z8XoeXxbJLHtqzYY1DZWVaG6IP0HqBCwDM9XP3wCzqZE4baWp6vQeFagHnFZCrjlPNmy3Zj5be5F5o2Q==
[FMW.LIGHT] ERROR 2020-08-20 21:32:27,180 DESKTOP-RLVRLAB PID:15592 THID:14576 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aD/kL00CgnAtU3JKjI/Kr48jyuS9bpBOxZ7qV5A==
[FMW.LIGHT] ERROR 2020-08-20 21:32:36,512 DESKTOP-RLVRLAB PID:15592 THID:14576 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCyImk5Zn/Q+0uZq6sREzkce6Irm5xJJVa0cDyes+EXjR6jCUEs04YD3ZReW88rX6hDlqQ8gd6GLgdowwf14/6qUlZ6XyBfYKt9H87w==
[FMW.LIGHT] ERROR 2020-08-20 21:32:36,513 DESKTOP-RLVRLAB PID:15592 THID:14576 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBtfKf0EuClSHYy6aGNCyK2mc7Qm3bUn1vvN0sA==
[FMW.LIGHT] ERROR 2020-08-20 21:32:36,715 DESKTOP-RLVRLAB PID:15592 THID:14576 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCrCXUf5H5h741vnWPJxASf5S4PZEbl+MuVN0zdoVJxpTY/q4YBTYIvfZDj+V2QC3ir8FqBLnosVKXqXYoegcwue31meaJe0b+76fgw==
[FMW.LIGHT] ERROR 2020-08-20 21:32:36,716 DESKTOP-RLVRLAB PID:15592 THID:14576 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBwx2LnerB/8asWgLVgCW7Pg5mJLzfxdQgsaewQ==
[FMW.LIGHT] ERROR 2020-08-20 21:33:00,332 DESKTOP-RLVRLAB PID:15592 THID:7976 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBUSkeamTf0Jn0zW1xRg2dDtvJoOQC5SuxDgAyM/v/pvJ48641yASVJ9JH2tx+WvTihMgBVbai1f26220WRd9gu9D5U/N8XRHZLtT4A==
[FMW.LIGHT] ERROR 2020-08-20 21:33:00,332 DESKTOP-RLVRLAB PID:15592 THID:7976 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aA8raAafrkYznWiaYsWOhOJe6fovLkPBxZrjCGg==
[AVG.LOG.SM] ALL 2020-08-21 15:38:28,176 DESKTOP-RLVRLAB PID:14740 THID:8900 ID:AVG.LOG.SM:0.0.0.0 MSG:c00000140713099047568bAJX8DVGaXd471dqGk8RleUfNLNHTjrq+0hPDlQtOcizWgQWEbudxzfMrQLr+wMhx83NjyBVxHF/zwZkKZdOCpH3Q4kw73Z6pbb6pr4C5tafQVKUyeiTL9seK62sQ6BhifQcLCWipnXTOqx5Hd/J1icTIsc+I3mZ5Qwrp9Pqa+gKyiIfWggJP6oHQjizaSdGyknRmq8KRkwb+4D7NFJSMAp5khtT+lXT0zVx3i/DGtIAeOw+5moGksZRxrFWf2roschY6fxKfShdWgZUaom+RcXq9X20A/mQJYv0T0ySIahpcsuGU7m5Ds/eSU0Ku3ECsch+uAQf3YzpTDU/XeaP48u4=
[FMW.LIGHT] ERROR 2020-08-21 15:38:28,354 DESKTOP-RLVRLAB PID:14740 THID:8900 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDMnXyfcWhisKWD+sMR2wCPPxhPNtlxDkn3J3AGIyEfA3a1WA3sJ5xPXMq2ehil/7bfll+2scRgO5qCs3iLooP7HOlv+TdI0uCTBZ+Q==
[FMW.LIGHT] ERROR 2020-08-21 15:38:28,368 DESKTOP-RLVRLAB PID:14740 THID:8900 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCyImiYxh8Vi01bKuuBAnlsz8ArXlkdBvEyVysg==
[FMW.LIGHT] ERROR 2020-08-21 15:39:01,145 DESKTOP-RLVRLAB PID:14740 THID:2000 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDZralSWSgE8+9fX/LYLrKm3Xy873EapOreqO8ULjUH8YGSw3a9mvYAHuBvFWHnd68H6Qn+qNFneb3A+pGxLH4l+dm6NB8ItKPZ2Tqg==
[FMW.LIGHT] ERROR 2020-08-21 15:39:01,145 DESKTOP-RLVRLAB PID:14740 THID:2000 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aD/kL00CgnAtU3JKjI/Kr48jyuS9bpBOxZ7qV5A==
[FMW.LIGHT] ERROR 2020-08-21 15:39:01,341 DESKTOP-RLVRLAB PID:14740 THID:8900 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCrCXUf5H5h741vnWPJxASf5S4PZEbl+MuVN0zdoVJxpTY/q4YBTYIvfZDj+V2QC3ir8FqBLnosVKXqXYoegcwue31meaJe0b+76fgw==
[FMW.LIGHT] ERROR 2020-08-21 15:39:01,341 DESKTOP-RLVRLAB PID:14740 THID:8900 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBUSkY7OVcxVnvx2hzBkiczApBo/MXtaUvFpxsw==
[FMW.LIGHT] ERROR 2020-08-21 15:39:04,662 DESKTOP-RLVRLAB PID:14740 THID:8900 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aAQ5rkEN9ANEGjCQdUdf9zVAdP9mmvl4L07dM3z1a4KXfArQVtoifyV0olnDkugJWQ5YSZN4GjyvezPU9ALZwpeMJKqYnHwvUBeRCSA==
[FMW.LIGHT] ERROR 2020-08-21 15:39:04,662 DESKTOP-RLVRLAB PID:14740 THID:8900 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCrCXS+RB6kn4utHCNZ1UTvUUwPoYOx22wTEFtg==
[FMW.LIGHT] ERROR 2020-08-21 15:39:04,731 DESKTOP-RLVRLAB PID:14740 THID:2000 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aD/kLyVqmkFxUsLq3KvO/5MO0mSMH8VGLH9jknw619gJlYHSZaHGsQDZu0zzoxJGTiCekde6R2HNthw/tmJnI9UX+Sv8+xJtZV9jc4g==
[FMW.LIGHT] ERROR 2020-08-21 15:39:04,732 DESKTOP-RLVRLAB PID:14740 THID:2000 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCyImiYxh8Vi01bKuuBAnlsz8ArXlkdBvEyVysg==
[FMW.LIGHT] ERROR 2020-08-21 15:40:04,875 DESKTOP-RLVRLAB PID:14740 THID:2000 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aALNbkW96pf35xCVAohCCE2Xq1uIiQNf6lgqtxDGFXs5fE8rFw8mXYEpAh5rRs3agSAB0QeC9gyHVmGYAQzkZOJi0GqcLGK74+qxDFQ==
[FMW.LIGHT] ERROR 2020-08-21 15:40:04,875 DESKTOP-RLVRLAB PID:14740 THID:2000 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBORTKdJ/vvifuiCiWS7XEK/928lNnwSS6nk0lA==
[FMW.LIGHT] ERROR 2020-08-21 15:48:01,089 DESKTOP-RLVRLAB PID:14740 THID:9672 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBwx2NG2tC6ga3UAfXwGC6/N/uJ6vKlVq+qTvuvZlz5FqV8TGSO9hrpoUm2FmJmRFXnTpgxkaPu0E1IPDG2SDJjwLNwIJzwCtGbUmSg==
[FMW.LIGHT] ERROR 2020-08-21 15:48:01,089 DESKTOP-RLVRLAB PID:14740 THID:9672 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCrCXS+RB6kn4utHCNZ1UTvUUwPoYOx22wTEFtg==
[FMW.LIGHT] ERROR 2020-08-21 15:48:01,468 DESKTOP-RLVRLAB PID:14740 THID:9672 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDMnXyfcWhisKWD+sMR2wCPPxhPNtlxDkn3J3AGIyEfA3a1WA3sJ5xPXMq2ehil/7bfll+2scRgO5qCs3iLooP7HOlv+TdI0uCTBZ+Q==
[FMW.LIGHT] ERROR 2020-08-21 15:48:01,468 DESKTOP-RLVRLAB PID:14740 THID:9672 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aD/kL00CgnAtU3JKjI/Kr48jyuS9bpBOxZ7qV5A==
[FMW.LIGHT] ERROR 2020-08-21 15:51:04,808 DESKTOP-RLVRLAB PID:14740 THID:9672 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aALNbkW96pf35xCVAohCCE2Xq1uIiQNf6lgqtxDGFXs5fE8rFw8mXYEpAh5rRs3agSAB0QeC9gyHVmGYAQzkZOJi0GqcLGK74+qxDFQ==
[FMW.LIGHT] ERROR 2020-08-21 15:51:04,808 DESKTOP-RLVRLAB PID:14740 THID:9672 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCrCXS+RB6kn4utHCNZ1UTvUUwPoYOx22wTEFtg==
[FMW.LIGHT] ERROR 2020-08-21 16:03:04,816 DESKTOP-RLVRLAB PID:14740 THID:13324 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBORTM8h5sq+f1gi2UC/DF6S7+8URykaokhtF7/30LMb6bBZQmWR2b1q+7xKPhdK/lDyJVz433cNfBtg3SaEobq7jEgWsG7mqnL5u4w==
[FMW.LIGHT] ERROR 2020-08-21 16:03:04,816 DESKTOP-RLVRLAB PID:14740 THID:13324 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aA8raAafrkYznWiaYsWOhOJe6fovLkPBxZrjCGg==
[FMW.LIGHT] ERROR 2020-08-21 16:15:04,815 DESKTOP-RLVRLAB PID:14740 THID:14920 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aAQ5rkEN9ANEGjCQdUdf9zVAdP9mmvl4L07dM3z1a4KXfArQVtoifyV0olnDkugJWQ5YSZN4GjyvezPU9ALZwpeMJKqYnHwvUBeRCSA==
[FMW.LIGHT] ERROR 2020-08-21 16:15:04,815 DESKTOP-RLVRLAB PID:14740 THID:14920 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDMnX0+0QinwKNBe4OBykD/i3pP8xwlLe5xAGew==
[FMW.LIGHT] ERROR 2020-08-21 16:27:04,809 DESKTOP-RLVRLAB PID:14740 THID:10220 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCYTZ21LLxgk69EB3YUVRcCcRTSNQSi95s3JU2x9yqQE3TEdrxcnkw21t5sFQyz3fJiRG8V3MdrhKjlCp54//tbaDmO02qc0MOZwmIg==
[FMW.LIGHT] ERROR 2020-08-21 16:27:04,809 DESKTOP-RLVRLAB PID:14740 THID:10220 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aALNbi3V8qar5qA1UqxGWFG6s9u5+FZXA7mjcvw==
[AVG.LOG.SM] ALL 2020-08-21 16:34:34,464 DESKTOP-RLVRLAB PID:6604 THID:5284 ID:AVG.LOG.SM:0.0.0.0 MSG:c00000140713004675728bAGcSeSU9IliBKpG8C+VpuzDzFk3Br9pxQKgRP+SCSk0rCCChRrLozYA8MuDABoFzLaJ/tJR0jhDj7mxtqCWVo6SF9BLWMagT+9iPrDw5btRRrKOCo2Q4NRR6o5Q+o062J6z/lJvJa41ttK3WIoUg390bZWHQiaSYEFCJRHTEgrBAMw0CmVnTrt2Px3nyY2ShNfm5RJclX2iZs7JMjcSUP/ser2NIV8AUJeXbMiAhk1PHcNIcfbXUXDpewJg3iwYuBxt1z648eonnlFMnHAVOZNRjfEwYNVgP66KCcHkCwAf9VQJBF38eKrrmdeOT+vf3xcBDwB4In/vEcJmCgYNQXn8=
[FMW.LIGHT] ERROR 2020-08-21 16:34:34,555 DESKTOP-RLVRLAB PID:6604 THID:5284 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCrCXUf5H5h741vnWPJxASf5S4PZEbl+MuVN0zdoVJxpTY/q4YBTYIvfZDj+V2QC3ir8FqBLnosVKXqXYoegcwue31meaJe0b+76fgw==
[FMW.LIGHT] ERROR 2020-08-21 16:34:34,556 DESKTOP-RLVRLAB PID:6604 THID:5284 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCrCXS+RB6kn4utHCNZ1UTvUUwPoYOx22wTEFtg==
[FMW.LIGHT] ERROR 2020-08-21 16:43:07,328 DESKTOP-RLVRLAB PID:6604 THID:7268 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCYTZ21LLxgk69EB3YUVRcCcRTSNQSi95s3JU2x9yqQE3TEdrxcnkw21t5sFQyz3fJiRG8V3MdrhKjlCp54//tbaDmO02qc0MOZwmIg==
[FMW.LIGHT] ERROR 2020-08-21 16:43:07,328 DESKTOP-RLVRLAB PID:6604 THID:7268 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDMnX0+0QinwKNBe4OBykD/i3pP8xwlLe5xAGew==
[FMW.LIGHT] ERROR 2020-08-21 17:15:07,334 DESKTOP-RLVRLAB PID:6604 THID:4140 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBORTM8h5sq+f1gi2UC/DF6S7+8URykaokhtF7/30LMb6bBZQmWR2b1q+7xKPhdK/lDyJVz433cNfBtg3SaEobq7jEgWsG7mqnL5u4w==
[FMW.LIGHT] ERROR 2020-08-21 17:15:07,334 DESKTOP-RLVRLAB PID:6604 THID:4140 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aA8raAafrkYznWiaYsWOhOJe6fovLkPBxZrjCGg==
[FMW.LIGHT] ERROR 2020-08-21 18:45:07,494 DESKTOP-RLVRLAB PID:6604 THID:2536 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBUSkeamTf0Jn0zW1xRg2dDtvJoOQC5SuxDgAyM/v/pvJ48641yASVJ9JH2tx+WvTihMgBVbai1f26220WRd9gu9D5U/N8XRHZLtT4A==
[FMW.LIGHT] ERROR 2020-08-21 18:45:07,494 DESKTOP-RLVRLAB PID:6604 THID:2536 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCYTZwUjNyl46mGhjaERFdyxXbS8MH21DyxAloA==
[FMW.LIGHT] ERROR 2020-08-21 20:15:07,650 DESKTOP-RLVRLAB PID:6604 THID:15472 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aA8raG73tndvnNg6MuGK1P5z8XoeXxbJLHtqzYY1DZWVaG6IP0HqBCwDM9XP3wCzqZE4baWp6vQeFagHnFZCrjlPNmy3Zj5be5F5o2Q==
[FMW.LIGHT] ERROR 2020-08-21 20:15:07,650 DESKTOP-RLVRLAB PID:6604 THID:15472 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBtfKf0EuClSHYy6aGNCyK2mc7Qm3bUn1vvN0sA==
[FMW.LIGHT] ERROR 2020-08-21 21:45:07,820 DESKTOP-RLVRLAB PID:6604 THID:9892 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBtfKZVsoBgOHDwaOEdGmLGLazQXrOAvPxpEFy3q8fyQIG8RL4bjHKz56USheCxsmWm+gKP434Y9LEhKPV4Chw9LQi1M/Sg0GhGdg2w==
[FMW.LIGHT] ERROR 2020-08-21 21:45:07,820 DESKTOP-RLVRLAB PID:6604 THID:9892 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCIZsFf7ccODXIAWJ0TgJeuf38RmN8NhWZaEjtg==
[AVG.LOG.SM] ALL 2020-08-21 22:03:26,801 DESKTOP-RLVRLAB PID:11064 THID:11968 ID:AVG.LOG.SM:0.0.0.0 MSG:c00000140712054534800bAJXGpbFX6reN9l1qdL3zVLYgZquLlIQg5jrCOPhlpLs//jl6NWH0r+e6kxOr8thAJY8GctWYS41nXc+Q++8rWfhCB+HEx3eWKY6AqJVqa/PKSNciJE5WiyiuhZnWFX8oAxBDhA7aa2Qbf2pqdPwvruP7JUsgyMgUM7Qe4npYvsYcNxlV2Rk5XPA4k+NKaUIeG6Yt8zNDdCSjQcLHUEX5BxglI590X/Mu1MMooWsYEt1X7PULO2w3esfeEgRUjFz/ZbmvKerWD9LJ+y5xa26xtQNc/TIkoo28lL0/Svw95xFUWPSvhql3w8xL3IBQONpNHgSzUJAs3+/K3UJ2qaD6jZw=
[FMW.LIGHT] ERROR 2020-08-21 22:03:26,878 DESKTOP-RLVRLAB PID:11064 THID:11968 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDkxXujl+2rVBhdf9rJI4ZASPg4VTsbsLU8XA3gK8j+mQcP/qTE/a/j2zOGNURyR8BtEd6YTl9co67iVxULvzOzlLFoxdHNGwQu2xqA==
[FMW.LIGHT] ERROR 2020-08-21 22:03:26,881 DESKTOP-RLVRLAB PID:11064 THID:11968 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aCrCXS+RB6kn4utHCNZ1UTvUUwPoYOx22wTEFtg==
[FMW.LIGHT] ERROR 2020-08-21 22:03:27,263 DESKTOP-RLVRLAB PID:11064 THID:11968 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDZralSWSgE8+9fX/LYLrKm3Xy873EapOreqO8ULjUH8YGSw3a9mvYAHuBvFWHnd68H6Qn+qNFneb3A+pGxLH4l+dm6NB8ItKPZ2Tqg==
[FMW.LIGHT] ERROR 2020-08-21 22:03:27,263 DESKTOP-RLVRLAB PID:11064 THID:11968 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aD/kL00CgnAtU3JKjI/Kr48jyuS9bpBOxZ7qV5A==
[FMW.LIGHT] ERROR 2020-08-21 22:03:46,247 DESKTOP-RLVRLAB PID:11064 THID:11972 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aDkxXujl+2rVBhdf9rJI4ZASPg4VTsbsLU8XA3gK8j+mQcP/qTE/a/j2zOGNURyR8BtEd6YTl9co67iVxULvzOzlLFoxdHNGwQu2xqA==
[FMW.LIGHT] ERROR 2020-08-21 22:03:46,247 DESKTOP-RLVRLAB PID:11064 THID:11972 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aBORTKdJ/vvifuiCiWS7XEK/928lNnwSS6nk0lA==
[FMW.LIGHT] ERROR 2020-08-21 22:03:47,598 DESKTOP-RLVRLAB PID:11064 THID:11972 ID:8FCFB221_6835_42AB_AE5D_D5A0C6F0B544:42.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aD/kLyVqmkFxUsLq3KvO/5MO0mSMH8VGLH9jknw619gJlYHSZaHGsQDZu0zzoxJGTiCekde6R2HNthw/tmJnI9UX+Sv8+xJtZV9jc4g==
[FMW.LIGHT] ERROR 2020-08-21 22:03:47,598 DESKTOP-RLVRLAB PID:11064 THID:11972 ID:544cc0ee-7f08-411a-80dd-6f6dd4fe88e0:317.232558.45528ffff3d399d5013ab164ceeb1d97527dfe1c.4 MSG:aA8raAafrkYznWiaYsWOhOJe6fovLkPBxZrjCGg==
